"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Demanda_ocupacio","Nombre"
2023,3,1,"Ciutat Vella",1,"el Raval","Dones","Atur Registrat",1375
2023,3,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Atur Registrat",393
2023,3,1,"Ciutat Vella",3,"la Barceloneta","Dones","Atur Registrat",425
2023,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Atur Registrat",587
2023,3,2,"Eixample",5,"el Fort Pienc","Dones","Atur Registrat",570
2023,3,2,"Eixample",6,"la Sagrada Família","Dones","Atur Registrat",940
2023,3,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Atur Registrat",604
2023,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Atur Registrat",604
2023,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Atur Registrat",964
2023,3,2,"Eixample",10,"Sant Antoni","Dones","Atur Registrat",687
2023,3,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Atur Registrat",961
2023,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Atur Registrat",45
2023,3,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Atur Registrat",901
2023,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Atur Registrat",246
2023,3,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Atur Registrat",356
2023,3,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Atur Registrat",418
2023,3,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Atur Registrat",418
2023,3,3,"Sants-Montjuïc",18,"Sants","Dones","Atur Registrat",826
2023,3,4,"Les Corts",19,"les Corts","Dones","Atur Registrat",815
2023,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Atur Registrat",414
2023,3,4,"Les Corts",21,"Pedralbes","Dones","Atur Registrat",109
2023,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Atur Registrat",46
2023,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Atur Registrat",237
2023,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Atur Registrat",177
2023,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Atur Registrat",285
2023,3,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Atur Registrat",538
2023,3,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Atur Registrat",430
2023,3,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Atur Registrat",280
2023,3,6,"Gràcia",29,"el Coll","Dones","Atur Registrat",114
2023,3,6,"Gràcia",30,"la Salut","Dones","Atur Registrat",243
2023,3,6,"Gràcia",31,"la Vila de Gràcia","Dones","Atur Registrat",936
2023,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Atur Registrat",611
2023,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Atur Registrat",474
2023,3,7,"Horta-Guinardó",34,"Can Baró","Dones","Atur Registrat",175
2023,3,7,"Horta-Guinardó",35,"el Guinardó","Dones","Atur Registrat",782
2023,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Atur Registrat",236
2023,3,7,"Horta-Guinardó",37,"el Carmel","Dones","Atur Registrat",804
2023,3,7,"Horta-Guinardó",38,"la Teixonera","Dones","Atur Registrat",259
2023,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Atur Registrat",159
2023,3,7,"Horta-Guinardó",40,"Montbau","Dones","Atur Registrat",115
2023,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Atur Registrat",123
2023,3,7,"Horta-Guinardó",42,"la Clota","Dones","Atur Registrat",9
2023,3,7,"Horta-Guinardó",43,"Horta","Dones","Atur Registrat",681
2023,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Atur Registrat",646
2023,3,8,"Nou Barris",45,"Porta","Dones","Atur Registrat",651
2023,3,8,"Nou Barris",46,"el Turó de la Peira","Dones","Atur Registrat",396
2023,3,8,"Nou Barris",47,"Can Peguera","Dones","Atur Registrat",55
2023,3,8,"Nou Barris",48,"la Guineueta","Dones","Atur Registrat",449
2023,3,8,"Nou Barris",49,"Canyelles","Dones","Atur Registrat",219
2023,3,8,"Nou Barris",50,"les Roquetes","Dones","Atur Registrat",475
2023,3,8,"Nou Barris",51,"Verdun","Dones","Atur Registrat",364
2023,3,8,"Nou Barris",52,"la Prosperitat","Dones","Atur Registrat",731
2023,3,8,"Nou Barris",53,"la Trinitat Nova","Dones","Atur Registrat",320
2023,3,8,"Nou Barris",54,"Torre Baró","Dones","Atur Registrat",89
2023,3,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Atur Registrat",463
2023,3,8,"Nou Barris",56,"Vallbona","Dones","Atur Registrat",54
2023,3,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Atur Registrat",429
2023,3,9,"Sant Andreu",58,"Baró de Viver","Dones","Atur Registrat",62
2023,3,9,"Sant Andreu",59,"el Bon Pastor","Dones","Atur Registrat",353
2023,3,9,"Sant Andreu",60,"Sant Andreu","Dones","Atur Registrat",1430
2023,3,9,"Sant Andreu",61,"la Sagrera","Dones","Atur Registrat",605
2023,3,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Atur Registrat",294
2023,3,9,"Sant Andreu",63,"Navas","Dones","Atur Registrat",455
2023,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Atur Registrat",852
2023,3,10,"Sant Martí",65,"el Clot","Dones","Atur Registrat",598
2023,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Atur Registrat",295
2023,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Atur Registrat",190
2023,3,10,"Sant Martí",68,"el Poblenou","Dones","Atur Registrat",656
2023,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Atur Registrat",331
2023,3,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Atur Registrat",760
2023,3,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Atur Registrat",489
2023,3,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Atur Registrat",675
2023,3,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Atur Registrat",764
2023,3,99,"No consta",99,"No consta","Dones","Atur Registrat",20
2023,3,1,"Ciutat Vella",1,"el Raval","Dones","Demanda No Aturats",469
2023,3,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Demanda No Aturats",135
2023,3,1,"Ciutat Vella",3,"la Barceloneta","Dones","Demanda No Aturats",137
2023,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Demanda No Aturats",192
2023,3,2,"Eixample",5,"el Fort Pienc","Dones","Demanda No Aturats",183
2023,3,2,"Eixample",6,"la Sagrada Família","Dones","Demanda No Aturats",322
2023,3,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Demanda No Aturats",201
2023,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Demanda No Aturats",208
2023,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Demanda No Aturats",349
2023,3,2,"Eixample",10,"Sant Antoni","Dones","Demanda No Aturats",244
2023,3,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Demanda No Aturats",304
2023,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Demanda No Aturats",15
2023,3,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Demanda No Aturats",309
2023,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Demanda No Aturats",78
2023,3,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Demanda No Aturats",129
2023,3,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Demanda No Aturats",151
2023,3,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Demanda No Aturats",172
2023,3,3,"Sants-Montjuïc",18,"Sants","Dones","Demanda No Aturats",314
2023,3,4,"Les Corts",19,"les Corts","Dones","Demanda No Aturats",305
2023,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Demanda No Aturats",170
2023,3,4,"Les Corts",21,"Pedralbes","Dones","Demanda No Aturats",34
2023,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Demanda No Aturats",12
2023,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Demanda No Aturats",69
2023,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Demanda No Aturats",45
2023,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Demanda No Aturats",92
2023,3,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Demanda No Aturats",151
2023,3,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Demanda No Aturats",179
2023,3,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Demanda No Aturats",126
2023,3,6,"Gràcia",29,"el Coll","Dones","Demanda No Aturats",54
2023,3,6,"Gràcia",30,"la Salut","Dones","Demanda No Aturats",100
2023,3,6,"Gràcia",31,"la Vila de Gràcia","Dones","Demanda No Aturats",339
2023,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Demanda No Aturats",229
2023,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Demanda No Aturats",178
2023,3,7,"Horta-Guinardó",34,"Can Baró","Dones","Demanda No Aturats",71
2023,3,7,"Horta-Guinardó",35,"el Guinardó","Dones","Demanda No Aturats",250
2023,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Demanda No Aturats",77
2023,3,7,"Horta-Guinardó",37,"el Carmel","Dones","Demanda No Aturats",263
2023,3,7,"Horta-Guinardó",38,"la Teixonera","Dones","Demanda No Aturats",86
2023,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Demanda No Aturats",53
2023,3,7,"Horta-Guinardó",40,"Montbau","Dones","Demanda No Aturats",39
2023,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Demanda No Aturats",41
2023,3,7,"Horta-Guinardó",42,"la Clota","Dones","Demanda No Aturats",3
2023,3,7,"Horta-Guinardó",43,"Horta","Dones","Demanda No Aturats",233
2023,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Demanda No Aturats",228
2023,3,8,"Nou Barris",45,"Porta","Dones","Demanda No Aturats",230
2023,3,8,"Nou Barris",46,"el Turó de la Peira","Dones","Demanda No Aturats",138
2023,3,8,"Nou Barris",47,"Can Peguera","Dones","Demanda No Aturats",20
2023,3,8,"Nou Barris",48,"la Guineueta","Dones","Demanda No Aturats",172
2023,3,8,"Nou Barris",49,"Canyelles","Dones","Demanda No Aturats",84
2023,3,8,"Nou Barris",50,"les Roquetes","Dones","Demanda No Aturats",182
2023,3,8,"Nou Barris",51,"Verdun","Dones","Demanda No Aturats",139
2023,3,8,"Nou Barris",52,"la Prosperitat","Dones","Demanda No Aturats",259
2023,3,8,"Nou Barris",53,"la Trinitat Nova","Dones","Demanda No Aturats",101
2023,3,8,"Nou Barris",54,"Torre Baró","Dones","Demanda No Aturats",27
2023,3,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Demanda No Aturats",143
2023,3,8,"Nou Barris",56,"Vallbona","Dones","Demanda No Aturats",17
2023,3,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Demanda No Aturats",133
2023,3,9,"Sant Andreu",58,"Baró de Viver","Dones","Demanda No Aturats",22
2023,3,9,"Sant Andreu",59,"el Bon Pastor","Dones","Demanda No Aturats",123
2023,3,9,"Sant Andreu",60,"Sant Andreu","Dones","Demanda No Aturats",500
2023,3,9,"Sant Andreu",61,"la Sagrera","Dones","Demanda No Aturats",237
2023,3,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Demanda No Aturats",116
2023,3,9,"Sant Andreu",63,"Navas","Dones","Demanda No Aturats",175
2023,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Demanda No Aturats",314
2023,3,10,"Sant Martí",65,"el Clot","Dones","Demanda No Aturats",199
2023,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Demanda No Aturats",86
2023,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Demanda No Aturats",50
2023,3,10,"Sant Martí",68,"el Poblenou","Dones","Demanda No Aturats",176
2023,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Demanda No Aturats",95
2023,3,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Demanda No Aturats",220
2023,3,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Demanda No Aturats",151
2023,3,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Demanda No Aturats",218
2023,3,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Demanda No Aturats",248
2023,3,99,"No consta",99,"No consta","Dones","Demanda No Aturats",9
2023,3,1,"Ciutat Vella",1,"el Raval","Homes","Atur Registrat",1547
2023,3,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Atur Registrat",459
2023,3,1,"Ciutat Vella",3,"la Barceloneta","Homes","Atur Registrat",416
2023,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Atur Registrat",573
2023,3,2,"Eixample",5,"el Fort Pienc","Homes","Atur Registrat",498
2023,3,2,"Eixample",6,"la Sagrada Família","Homes","Atur Registrat",764
2023,3,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Atur Registrat",534
2023,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Atur Registrat",563
2023,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Atur Registrat",842
2023,3,2,"Eixample",10,"Sant Antoni","Homes","Atur Registrat",626
2023,3,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Atur Registrat",884
2023,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Atur Registrat",50
2023,3,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Atur Registrat",690
2023,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Atur Registrat",223
2023,3,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Atur Registrat",275
2023,3,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Atur Registrat",323
2023,3,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Atur Registrat",343
2023,3,3,"Sants-Montjuïc",18,"Sants","Homes","Atur Registrat",656
2023,3,4,"Les Corts",19,"les Corts","Homes","Atur Registrat",667
2023,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Atur Registrat",339
2023,3,4,"Les Corts",21,"Pedralbes","Homes","Atur Registrat",75
2023,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Atur Registrat",44
2023,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Atur Registrat",186
2023,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Atur Registrat",169
2023,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Atur Registrat",251
2023,3,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Atur Registrat",419
2023,3,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Atur Registrat",375
2023,3,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Atur Registrat",247
2023,3,6,"Gràcia",29,"el Coll","Homes","Atur Registrat",101
2023,3,6,"Gràcia",30,"la Salut","Homes","Atur Registrat",212
2023,3,6,"Gràcia",31,"la Vila de Gràcia","Homes","Atur Registrat",752
2023,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Atur Registrat",496
2023,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Atur Registrat",380
2023,3,7,"Horta-Guinardó",34,"Can Baró","Homes","Atur Registrat",153
2023,3,7,"Horta-Guinardó",35,"el Guinardó","Homes","Atur Registrat",612
2023,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Atur Registrat",193
2023,3,7,"Horta-Guinardó",37,"el Carmel","Homes","Atur Registrat",659
2023,3,7,"Horta-Guinardó",38,"la Teixonera","Homes","Atur Registrat",224
2023,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Atur Registrat",140
2023,3,7,"Horta-Guinardó",40,"Montbau","Homes","Atur Registrat",101
2023,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Atur Registrat",108
2023,3,7,"Horta-Guinardó",42,"la Clota","Homes","Atur Registrat",8
2023,3,7,"Horta-Guinardó",43,"Horta","Homes","Atur Registrat",540
2023,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Atur Registrat",493
2023,3,8,"Nou Barris",45,"Porta","Homes","Atur Registrat",484
2023,3,8,"Nou Barris",46,"el Turó de la Peira","Homes","Atur Registrat",307
2023,3,8,"Nou Barris",47,"Can Peguera","Homes","Atur Registrat",43
2023,3,8,"Nou Barris",48,"la Guineueta","Homes","Atur Registrat",355
2023,3,8,"Nou Barris",49,"Canyelles","Homes","Atur Registrat",173
2023,3,8,"Nou Barris",50,"les Roquetes","Homes","Atur Registrat",376
2023,3,8,"Nou Barris",51,"Verdun","Homes","Atur Registrat",288
2023,3,8,"Nou Barris",52,"la Prosperitat","Homes","Atur Registrat",544
2023,3,8,"Nou Barris",53,"la Trinitat Nova","Homes","Atur Registrat",253
2023,3,8,"Nou Barris",54,"Torre Baró","Homes","Atur Registrat",70
2023,3,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Atur Registrat",366
2023,3,8,"Nou Barris",56,"Vallbona","Homes","Atur Registrat",42
2023,3,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Atur Registrat",339
2023,3,9,"Sant Andreu",58,"Baró de Viver","Homes","Atur Registrat",42
2023,3,9,"Sant Andreu",59,"el Bon Pastor","Homes","Atur Registrat",240
2023,3,9,"Sant Andreu",60,"Sant Andreu","Homes","Atur Registrat",973
2023,3,9,"Sant Andreu",61,"la Sagrera","Homes","Atur Registrat",466
2023,3,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Atur Registrat",227
2023,3,9,"Sant Andreu",63,"Navas","Homes","Atur Registrat",350
2023,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Atur Registrat",655
2023,3,10,"Sant Martí",65,"el Clot","Homes","Atur Registrat",455
2023,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Atur Registrat",227
2023,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Atur Registrat",157
2023,3,10,"Sant Martí",68,"el Poblenou","Homes","Atur Registrat",537
2023,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Atur Registrat",292
2023,3,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Atur Registrat",664
2023,3,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Atur Registrat",375
2023,3,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Atur Registrat",492
2023,3,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Atur Registrat",556
2023,3,99,"No consta",99,"No consta","Homes","Atur Registrat",24
2023,3,1,"Ciutat Vella",1,"el Raval","Homes","Demanda No Aturats",534
2023,3,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Demanda No Aturats",186
2023,3,1,"Ciutat Vella",3,"la Barceloneta","Homes","Demanda No Aturats",141
2023,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Demanda No Aturats",194
2023,3,2,"Eixample",5,"el Fort Pienc","Homes","Demanda No Aturats",156
2023,3,2,"Eixample",6,"la Sagrada Família","Homes","Demanda No Aturats",265
2023,3,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Demanda No Aturats",177
2023,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Demanda No Aturats",197
2023,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Demanda No Aturats",299
2023,3,2,"Eixample",10,"Sant Antoni","Homes","Demanda No Aturats",227
2023,3,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Demanda No Aturats",307
2023,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Demanda No Aturats",22
2023,3,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Demanda No Aturats",331
2023,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Demanda No Aturats",80
2023,3,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Demanda No Aturats",97
2023,3,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Demanda No Aturats",114
2023,3,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Demanda No Aturats",137
2023,3,3,"Sants-Montjuïc",18,"Sants","Homes","Demanda No Aturats",242
2023,3,4,"Les Corts",19,"les Corts","Homes","Demanda No Aturats",240
2023,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Demanda No Aturats",135
2023,3,4,"Les Corts",21,"Pedralbes","Homes","Demanda No Aturats",26
2023,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Demanda No Aturats",13
2023,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Demanda No Aturats",60
2023,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Demanda No Aturats",51
2023,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Demanda No Aturats",69
2023,3,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Demanda No Aturats",109
2023,3,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Demanda No Aturats",117
2023,3,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Demanda No Aturats",85
2023,3,6,"Gràcia",29,"el Coll","Homes","Demanda No Aturats",34
2023,3,6,"Gràcia",30,"la Salut","Homes","Demanda No Aturats",78
2023,3,6,"Gràcia",31,"la Vila de Gràcia","Homes","Demanda No Aturats",284
2023,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Demanda No Aturats",185
2023,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Demanda No Aturats",143
2023,3,7,"Horta-Guinardó",34,"Can Baró","Homes","Demanda No Aturats",57
2023,3,7,"Horta-Guinardó",35,"el Guinardó","Homes","Demanda No Aturats",225
2023,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Demanda No Aturats",64
2023,3,7,"Horta-Guinardó",37,"el Carmel","Homes","Demanda No Aturats",220
2023,3,7,"Horta-Guinardó",38,"la Teixonera","Homes","Demanda No Aturats",79
2023,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Demanda No Aturats",50
2023,3,7,"Horta-Guinardó",40,"Montbau","Homes","Demanda No Aturats",36
2023,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Demanda No Aturats",38
2023,3,7,"Horta-Guinardó",42,"la Clota","Homes","Demanda No Aturats",3
2023,3,7,"Horta-Guinardó",43,"Horta","Homes","Demanda No Aturats",200
2023,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Demanda No Aturats",200
2023,3,8,"Nou Barris",45,"Porta","Homes","Demanda No Aturats",207
2023,3,8,"Nou Barris",46,"el Turó de la Peira","Homes","Demanda No Aturats",121
2023,3,8,"Nou Barris",47,"Can Peguera","Homes","Demanda No Aturats",17
2023,3,8,"Nou Barris",48,"la Guineueta","Homes","Demanda No Aturats",131
2023,3,8,"Nou Barris",49,"Canyelles","Homes","Demanda No Aturats",64
2023,3,8,"Nou Barris",50,"les Roquetes","Homes","Demanda No Aturats",138
2023,3,8,"Nou Barris",51,"Verdun","Homes","Demanda No Aturats",106
2023,3,8,"Nou Barris",52,"la Prosperitat","Homes","Demanda No Aturats",233
2023,3,8,"Nou Barris",53,"la Trinitat Nova","Homes","Demanda No Aturats",90
2023,3,8,"Nou Barris",54,"Torre Baró","Homes","Demanda No Aturats",25
2023,3,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Demanda No Aturats",129
2023,3,8,"Nou Barris",56,"Vallbona","Homes","Demanda No Aturats",15
2023,3,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Demanda No Aturats",120
2023,3,9,"Sant Andreu",58,"Baró de Viver","Homes","Demanda No Aturats",21
2023,3,9,"Sant Andreu",59,"el Bon Pastor","Homes","Demanda No Aturats",121
2023,3,9,"Sant Andreu",60,"Sant Andreu","Homes","Demanda No Aturats",488
2023,3,9,"Sant Andreu",61,"la Sagrera","Homes","Demanda No Aturats",191
2023,3,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Demanda No Aturats",93
2023,3,9,"Sant Andreu",63,"Navas","Homes","Demanda No Aturats",142
2023,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Demanda No Aturats",264
2023,3,10,"Sant Martí",65,"el Clot","Homes","Demanda No Aturats",167
2023,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Demanda No Aturats",75
2023,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Demanda No Aturats",49
2023,3,10,"Sant Martí",68,"el Poblenou","Homes","Demanda No Aturats",170
2023,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Demanda No Aturats",102
2023,3,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Demanda No Aturats",236
2023,3,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Demanda No Aturats",142
2023,3,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Demanda No Aturats",206
2023,3,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Demanda No Aturats",236
2023,3,99,"No consta",99,"No consta","Homes","Demanda No Aturats",12
2023,4,1,"Ciutat Vella",1,"el Raval","Dones","Atur Registrat",1343
2023,4,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Atur Registrat",394
2023,4,1,"Ciutat Vella",3,"la Barceloneta","Dones","Atur Registrat",423
2023,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Atur Registrat",580
2023,4,2,"Eixample",5,"el Fort Pienc","Dones","Atur Registrat",567
2023,4,2,"Eixample",6,"la Sagrada Família","Dones","Atur Registrat",917
2023,4,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Atur Registrat",592
2023,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Atur Registrat",589
2023,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Atur Registrat",948
2023,4,2,"Eixample",10,"Sant Antoni","Dones","Atur Registrat",677
2023,4,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Atur Registrat",933
2023,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Atur Registrat",45
2023,4,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Atur Registrat",901
2023,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Atur Registrat",240
2023,4,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Atur Registrat",346
2023,4,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Atur Registrat",405
2023,4,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Atur Registrat",418
2023,4,3,"Sants-Montjuïc",18,"Sants","Dones","Atur Registrat",811
2023,4,4,"Les Corts",19,"les Corts","Dones","Atur Registrat",802
